,COD_RH,                 AUTOR,                TITULO,                AÑO,                LUGAR,                REVISTA,                EDITORIAL,                ISSN,Unnamed: 8,Cuartil,Publindex
122,0000292931,Julio Barón Velandia,Predictions on wheat crop yielding through fuzzy set theory and optimization techniques,2020,,Telkomnika Telecommunication Computing Electronics and Control,Institute of Advanced Engineering and Science IAES,16936930,,Q3,No Clasificado
123,0000292931,Julio Barón Velandia,Optimization techniques on fuzzy inference systems to detect Xanthomonas campestris disease,2021,,International Journal of Electrical and Computer Engineering,Institute of Advanced Engineering and Science IAES,20888708,,Q3,No Clasificado
124,0000292931,Julio Barón Velandia,Semantic Model Representation In Colombian Computer Law,2020,Colombia,Tecciencia,,19093667,,No Clasificado,No Clasificado
125,0000292931,Julio Barón Velandia,Environment humidity and temperature prediction in agriculture using Mamdani inference systems,2021,,International Journal of Electrical and Computer Engineering,Institute of Advanced Engineering and Science IAES,20888708,,Q3,No Clasificado
126,0000292931,Julio Barón Velandia,Modelo ontológico para la predicción de ataques informáticos a partir de Honeynets virtualizadas,2016,Colombia,Logos Ciencia  Tecnología,Policia Nacional De Colombia,2145549X,,No Clasificado,No Clasificado
127,0000292931,Julio Barón Velandia,Obtención de inferencias en documentos de pasantía descritos a nivel ontológico,2015,Colombia,Respuestas,UNIVERSIDAD FRANCISCO DE PAULA SANTANDER,0122820X,,No Clasificado,No Clasificado
128,0000292931,Julio Barón Velandia,Inference model for dynamic classification of monographs at university level,2015,Colombia,Sistemas  Telemática,Universidad Icesi,16925238,,No Clasificado,No Clasificado
129,0000292931,Julio Barón Velandia,SOFTWARE ARCHITECTURE TO MANAGE ENVIRONMENTAL LICENSES IN PETROLEUM EXPLOITATION,2015,Colombia,Visión Electrónica Algo Más Que Un Estado Sólido,Fondo De Publicaciones De La Universidad Distrital,19099746,,No Clasificado,No Clasificado
130,0000292931,Julio Barón Velandia,PROTOTYPE OF A TRAFFIC CONTROLLER FOR A SIGNALIZED INTERSECTION,2015,Colombia,Visión Electrónica Algo Más Que Un Estado Sólido,Fondo De Publicaciones De La Universidad Distrital,19099746,,No Clasificado,No Clasificado
131,0000292931,Julio Barón Velandia,Gestión del ambiente del invernadero mediante un microcontrolador electrónico para el cultivo de vegetales,2020,,Espacios,Sociacion de Profesionales y Tecnicos del CONICIT,07981015,,No Clasificado,No Clasificado
132,0000292931,Julio Barón Velandia,"Simulación interactiva para la apropiación de la ciencia y la tecnología""""",2014,Colombia,Infancias Imágenes,Editorial UD Editorial Universidad Distrital Francisco José de Caldas,16579089,,No Clasificado,No Clasificado
133,0000292931,Julio Barón Velandia,Impacto de un sistema ERP en la productividad de las PYME,2012,Colombia,Tecnura,Editorial UD Editorial Universidad Distrital Francisco José de Caldas,0123921X,,No Clasificado,No Clasificado
134,0001197452 ,Beitmantt Geovanni Cardenas Quintero,Rol del derecho penal y la informática forense en la protección de la información en la era digital,2012,Colombia,Academia Y Virtualidad,Universidad Militar Nueva Granada,20110731,,No Clasificado,No Clasificado
135,0001197452 ,Beitmantt Geovanni Cardenas Quintero,NATURALEZA CREATIVA,2013,Colombia,Revista De Ciencia Y Tecnología,,18517587,,No Clasificado,No Clasificado
136,0001197452 ,Beitmantt Geovanni Cardenas Quintero,APROXIMACIÓN MODELO PARA EL DISEÑO DE CURSOS VIRTUALES,2012,Colombia,Redes De Ingenieria,Editorial UD Editorial Universidad Distrital Francisco José de Caldas,2248762X,,No Clasificado,No Clasificado
137,0001197452 ,Beitmantt Geovanni Cardenas Quintero,La Teoría De Los Conjuntos Aproximados Para El Descubrimiento De Conocimiento,2010,Colombia,DYNA,Instituto de Estudios Políticos y Relaciones Internacionales de la Universidad Nacional de Colombia,00127353,,Q4,No Clasificado
138,0001197452 ,Beitmantt Geovanni Cardenas Quintero,Ingeniería ontológica aplicada a la gestión de interesados de un proyecto,2019,Colombia,Vínculos,Fondo De Publicaciones De La Universidad Distrital,1794211X,,No Clasificado,No Clasificado
139,0001197452 ,Beitmantt Geovanni Cardenas Quintero,Dinámica de sistemas: una forma de optimizar la gestión del riesgo,2018,Colombia,Revista Escuela De Administración De Negocios,Escuela De Administracion De Negocios Ean,01208160,,No Clasificado,No Clasificado
140,0001197452 ,Beitmantt Geovanni Cardenas Quintero,DISEÑO Y EVALUACIÓN DE UN CLASIFICADOR DE TEXTURAS BASADO EN LS-SVM,2013,Colombia,Redes De Ingenieria,Editorial UD Editorial Universidad Distrital Francisco José de Caldas,2248762X,,No Clasificado,No Clasificado
141,0001197452 ,Beitmantt Geovanni Cardenas Quintero,PROPUESTA METODOLÓGICA PARA LA PLANIFICACION Y EJECUCION DE PRUEBAS FUNCIONALES EN EL GRUPO TESTING ANALYST DE SABMILLER ¿ BAVARIA,2013,Colombia,Redes De Ingenieria,Editorial UD Editorial Universidad Distrital Francisco José de Caldas,2248762X,,No Clasificado,No Clasificado
142,0001197452 ,Beitmantt Geovanni Cardenas Quintero,La Teoría de los Conjuntos Aproximados y las técnicas de Boostrap para la edición de conjuntos de entrenamiento. Su aplicación en el pronóstico meteorológico,2007,Colombia,Avances En Sistemas E Informática,Universidad Nacional De Colombia Sede Medellin,16577663,,No Clasificado,No Clasificado
143,0000401498,Luz Esperanza Bohorquez Arevalo,Theoretical approaches to managing complexity in organizations: A comparative analysis,2015,Colombia,Estudios Gerenciales,Cdee Universidad Icesi,01235923,,Q4,No Clasificado
144,0000401498,Luz Esperanza Bohorquez Arevalo,La organizacion empresarial como sistema adaptativo complejo,2013,Colombia,Estudios Gerenciales,Cdee Universidad Icesi,01235923,,Q4,No Clasificado
145,0000401498,Luz Esperanza Bohorquez Arevalo,Diseño de un modelo de auto-organización para la solución de las crisis en las organizaciones empresariales,2017,Colombia,Entre Ciencia E Ingenieria,,19098367,,No Clasificado,No Clasificado
146,0000401498,Luz Esperanza Bohorquez Arevalo,"Estructuras auto-organizadas, jerarquía de control y agilidad de procesamiento de información",2018,Colombia,Dimensión Empresarial,Universidad Autonoma Del Caribe,2322956X,,No Clasificado,No Clasificado
147,0000401498,Luz Esperanza Bohorquez Arevalo,Estructuras organizacionales y adaptación a las condiciones cambiantes del entorno: retos e implicaciones,2017,Colombia,Ingenieria Solidaria,Editorial Universidad Cooperativa De Colombia Educc,19003102,,No Clasificado,No Clasificado
148,0000401498,Luz Esperanza Bohorquez Arevalo,Sistemas de control estratégico y organizacional: críticas y desafíos,2011,Colombia,Revista Ciencias Estrategicas,Editorial Universidad Pontificia Bolivariana,17948347,,No Clasificado,No Clasificado
149,0000401498,Luz Esperanza Bohorquez Arevalo,Gobierno corporativo y control interno: algunas limitaciones y desafíos,2011,Colombia,"Economía, Gestión Y Desarrollo",Universidad Javeriana,16575946,,No Clasificado,No Clasificado
150,0000401498,Luz Esperanza Bohorquez Arevalo,"Evolución, críticas y desafíos del papel de la estrategia en las organizaciones empresariales",2012,Colombia,Tecnura,Editorial UD Editorial Universidad Distrital Francisco José de Caldas,22487638,,No Clasificado,No Clasificado
151,0000401498,Luz Esperanza Bohorquez Arevalo,Estudio del impacto de la certificación ISO 9001:200O en la competitividad país,2010,Colombia,Ingeniería,Grupo Editorial Gaia,0121750X,,No Clasificado,No Clasificado
152,0000401498,Luz Esperanza Bohorquez Arevalo,La Comprensión de las Organizaciones Empresariales y su Ambiente como Sistemas de Complejidad Creciente: Rasgos e Implicaciones,2016,Colombia,Ingeniería,Grupo Editorial Gaia,0121750X,,No Clasificado,No Clasificado
153,0000401498,Luz Esperanza Bohorquez Arevalo,Impacto de la Capacitación del Personal en la Productividad Empresarial,2017,Colombia,Dimensión Empresarial,Uniautonoma,16928563,,No Clasificado,No Clasificado
154,0000401498,Luz Esperanza Bohorquez Arevalo,Consideraciones metodologicas para la implementacion del sistema de gestion de la calidad acorde con la norma ISO 9001:2000,2008,Colombia,Ingeniería,Grupo Editorial Gaia,0121750X,,No Clasificado,No Clasificado
155,0000401498,Luz Esperanza Bohorquez Arevalo,The absence of response of organizations to changing business environment conditions: a complex management problem,2016,Colombia,Pensamiento  Gestión,Ediciones Uninorte,2145941X,,No Clasificado,No Clasificado
156,0000401498,Luz Esperanza Bohorquez Arevalo,Approach to the concept of employability and its indicators,2020,Colombia,Ingenieria Solidaria,Editorial Universidad Cooperativa De Colombia Educc,19003102,,No Clasificado,No Clasificado
157,0000401498,Luz Esperanza Bohorquez Arevalo,Design Of The Organizational Structure And Coordination Of An Observatory Based On Collective Intelligence,2020,Colombia,Ingenieria Solidaria,Editorial Universidad Cooperativa De Colombia Educc,19003102,,No Clasificado,No Clasificado
158,0000401498,Luz Esperanza Bohorquez Arevalo,Impacto de la calidad en la rentabilidad,2008,Colombia,Ingeniería,Grupo Editorial Gaia,0121750X,,No Clasificado,No Clasificado
159,0000401498,Luz Esperanza Bohorquez Arevalo,Knowledge Management Strategies to Improve Competitiveness by Incorporating Renewable Energy into Small Companies Called ¿Mipymes¿ in Colombia,2018,Italia,Communications in Computer and Information Science,SpringerVerlag London Ltd,18650929,,Q4,No Clasificado
160,0000401498,Luz Esperanza Bohorquez Arevalo,Conditions that Facilitate the Emergence of Cooperation in Business Organizations,2018,Colombia,International Journal of Applied Engineering Research,Research India Publications,09734562,,No Clasificado,No Clasificado
161,0000401498,Luz Esperanza Bohorquez Arevalo,Intelligent Controllers: A Review of the Implications of Design Business Organizations under Intelligent Controllers Mechanisms,2018,Colombia,International Journal of Applied Engineering Research,Research India Publications,09734562,,No Clasificado,No Clasificado
162,0000401498,Luz Esperanza Bohorquez Arevalo,Implicaciones de la estructura organizacional: organizaciones como sistema de procesamiento de información,2018,Colombia,Ingenieria Solidaria,Editorial Universidad Cooperativa De Colombia Educc,19003102,,No Clasificado,No Clasificado
163,0000401498,Luz Esperanza Bohorquez Arevalo,Implementación de los sistemas de planificación de recursos empresariales (ERP) en las organizaciones desde la coevolución,2018,Colombia,Ingenieria Solidaria,Editorial Universidad Cooperativa De Colombia Educc,19003102,,No Clasificado,No Clasificado
164,0000401498,Luz Esperanza Bohorquez Arevalo,Collective Intelligence for Decision-Making in Complex Environments: Literature Review,2018,Alemania,IFIP Advances in Information and Communication Technology,SpringerVerlag London Ltd,18684238,,Q3,No Clasificado
165,0000401498,Luz Esperanza Bohorquez Arevalo,Modelación y simulación basada en agentes como alternativa para el estudio de las organizaciones empresariales,2017,Colombia,Ingenieria Solidaria,Editorial Universidad Cooperativa De Colombia Educc,19003102,,No Clasificado,No Clasificado
166,0000193674,Sandro Javier Bolaños Castro,LMPS como propuesta alterna a BPMN para el modelado de procesos de software,2012,Colombia,Tecnura,Editorial UD Editorial Universidad Distrital Francisco José de Caldas,22487638,,No Clasificado,No Clasificado
167,0000193674,Sandro Javier Bolaños Castro,Captura de conocimiento a través de modelamiento,2004,Colombia,Ingeniería,Grupo Editorial Gaia,0121750X,,No Clasificado,No Clasificado
168,0000193674,Sandro Javier Bolaños Castro,Software Processes and Methodologies Modeling Language −SPMML− A Holistic Solution for Software Engineering,2014,Colombia,IEEE Latin America Transactions,Institute of Electrical and Electronics Engineers,15480992,,Q3,No Clasificado
169,0000193674,Sandro Javier Bolaños Castro,"Lenguaje de Modelamiento de Metodologías y Procesos de Software LMMPS, una solución holística de Ingeniería del Software",2014,Colombia,IEEE Latin America Transactions,Institute of Electrical and Electronics Engineers,15480992,,Q3,No Clasificado
170,0000193674,Sandro Javier Bolaños Castro,Conceptual framework language CFL ,2014,Colombia,DYNA,Instituto de Estudios Políticos y Relaciones Internacionales de la Universidad Nacional de Colombia,00127353,,Q4,No Clasificado
171,0000193674,Sandro Javier Bolaños Castro,Paradigmas En La Construcción de Software,2001,Colombia,Ingeniería,Grupo Editorial Gaia,0121750X,,No Clasificado,No Clasificado
172,0000193674,Sandro Javier Bolaños Castro,Componentes! Una Vision Para El Desarrollo de Software,2000,Colombia,Ingeniería,Grupo Editorial Gaia,0121750X,,No Clasificado,No Clasificado
173,0000193674,Sandro Javier Bolaños Castro,Software process modeling language -spml- as an alternative proposal to bpmn for modeling development processes,2012,Colombia,Tecnura,Editorial UD Editorial Universidad Distrital Francisco José de Caldas,0123921X,,No Clasificado,No Clasificado
174,0000193674,Sandro Javier Bolaños Castro,Patterns of software development process,2011,España,International Journal of Interactive Multimedia and Artificial Intelligence,,19891660,,Q2,No Clasificado
175,0000193674,Sandro Javier Bolaños Castro,Antipatterns a compendium of bad practices in software development process,2011,España,International Journal of Interactive Multimedia and Artificial Intelligence,,19891660,,Q2,No Clasificado
176,0000193674,Sandro Javier Bolaños Castro,"Pahicmetria, a Model of Metric in Environmental Hydric Planning",2016,Colombia,INTERNATIONAL JOURNAL OF ENVIRONMENTAL PROTECTION,,22266437,,No Clasificado,No Clasificado
177,0000193674,Sandro Javier Bolaños Castro,Principios para la Formalización de Ingenieria de Software,2009,Colombia,Ingeniería,Grupo Editorial Gaia,0121750X,,No Clasificado,No Clasificado
178,0000193674,Sandro Javier Bolaños Castro,Elementos Fundamentales alrededor del Proceso de Desarrollo de Software,2004,Colombia,Revista Científica,Editorial UD Editorial Universidad Distrital Francisco José de Caldas,01242253,,No Clasificado,No Clasificado
179,0000193674,Sandro Javier Bolaños Castro,Gestión de Conocimiento y Portales de Conocimiento Empresarial,2002,Colombia,Ingeniería,Grupo Editorial Gaia,0121750X,,No Clasificado,No Clasificado
180,0000193674,Sandro Javier Bolaños Castro,Prototipo de Portal de Conocimiento para la Gestion del Conocimiento en la Universidad Distrital,2004,España,Sociedad Y Utopía Revista De Ciencias Sociales,,11336706,,No Clasificado,No Clasificado
