COD_RH;                 AUTOR;                TITULO;                AÑO;                LUGAR;                REVISTA;                EDITORIAL;                ISSN
811718;Alvaro Enrique ORTIZ DAVILA;Metodología para el Desarrollo, Consulta y Modificación de Trayectorias Simbólicas;2021;Portugal;RISTI REVISTA IBERICA DE SISTEMAS E TECNOLOGIAS DE INFORMACAO;Associacao Iberica de Sistemas e Tecnologias de Informacao AISTI;1646-9895               
811718;Alvaro Enrique ORTIZ DAVILA;Designing all-inclusive land administration systems: A case study from Colombia;2021;;LAND USE POLICY;Elsevier Ltd;0264-8377               
811718;Alvaro Enrique ORTIZ DAVILA;Bases de datos espaciales como integrador de tecnicas de inteligencia artificial y SIG;2009;España;Mapping Madrid C;;1131-9100               
811718;Alvaro Enrique ORTIZ DAVILA;Spatio-temporal dinamic of geographic object by means of trajectories in spatial database;2017;;Health Care Exchanges PAHCE, 2015 Pan American;IEEE Publications;2161-2064               
811718;Alvaro Enrique ORTIZ DAVILA;Propuesta de flexibilización de postgrados en geomatica en la Univerdidad Distrital F. J. C.;2019;Chile;Sustainability, Agri, Food and Environmental Research;Universidad Austral De Chile Universidad Catolica De Temuco;0719-3726               
811718;Alvaro Enrique ORTIZ DAVILA;Detecting Representative Trajectories in Moving Objects Databases from Clusters;2020;;ADVANCES IN INTELLIGENT SYSTEMS AND COMPUTING;Springer Science and Business Media Deutschland GmbH;2194-5357               
811718;Alvaro Enrique ORTIZ DAVILA;Modelo Semántico para Trayectorias de Regiones en Movimiento;2020;;RISTI REVISTA IBERICA DE SISTEMAS E TECNOLOGIAS DE INFORMACAO;Associacao Iberica de Sistemas e Tecnologias de Informacao AISTI;1646-9895               
811718;Alvaro Enrique ORTIZ DAVILA;Quality Assurance for Spatial Data Collected in Fit-For-Purpose Land Administration Approaches in Colombia;2021;Suiza;LAND;Multidisciplinary Digital Publishing Institute MDPI;2073-445X               
811718;Alvaro Enrique ORTIZ DAVILA;Introducción de metodologías participativas en la modernización de la administración de tierras en Colombia acercando la tecnología a la comunidad;2019;Portugal;RISTI REVISTA IBERICA DE SISTEMAS E TECNOLOGIAS DE INFORMACAO;Associacao Iberica de Sistemas e Tecnologias de Informacao AISTI;1646-9895               
811718;Alvaro Enrique ORTIZ DAVILA;Algoritmo Memetico Autoadaptativo para Solucion de Problemas Combinatorios;2019;Portugal;RISTI REVISTA IBERICA DE SISTEMAS E TECNOLOGIAS DE INFORMACAO;Associacao Iberica de Sistemas e Tecnologias de Informacao AISTI;1646-9895               
811718;Alvaro Enrique ORTIZ DAVILA;Maquinas de Soporte Vectorial para Clasificación Supervisada de Imágenes en Bases de Datos Espaciales;2019;Portugal;RISTI REVISTA IBERICA DE SISTEMAS E TECNOLOGIAS DE INFORMACAO;Associacao Iberica de Sistemas e Tecnologias de Informacao AISTI;1646-9895               
811718;Alvaro Enrique ORTIZ DAVILA;Metodología para hallar patrones de movimiento en trayectorias sobre DBMS;2019;Portugal;RISTI REVISTA IBERICA DE SISTEMAS E TECNOLOGIAS DE INFORMACAO;Associacao Iberica de Sistemas e Tecnologias de Informacao AISTI;1646-9895               
811718;Alvaro Enrique ORTIZ DAVILA;Una arquitectura para representar trayectorias de objetos espaciales en bases de datos de objetos en movimiento;2017;Colombia;Redes De Ingenieria;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;2248-762X               
1482494;Olga Lucía Ramos Sandoval;Embedded Wavelet Analysis Of Non-Audible Signal;2014;Colombia;Tecnura;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;0123-921X               
1482494;Olga Lucía Ramos Sandoval;Modelado y simulación de un sistema de producción usando el Formalismo DEVS;2014;Colombia;Revista Eia;ESCUELA DE INGENIERA DE ANTIOQUIA;1794-1237               
1482494;Olga Lucía Ramos Sandoval;Inspección de calidad para un sistema de producción industrial basado en el procesamiento de imágenes.;2014;Colombia;Tecnura;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;2248-7638               
1482494;Olga Lucía Ramos Sandoval;Diseño e Implementación de un Prototipo de Vehículo Solar con Almacenamiento de Energía;2013;Colombia;REVISTA CIENTIFICA;;0124-2253               
1482494;Olga Lucía Ramos Sandoval;Análisis de la Implementación de un Controlador Difuso Sobre Diferentes Arquitecturas de Hardware.;2013;Colombia;Ciencia e Ingeniería Neogranadina;Universidad Militar Nueva Granada;0124-8170               
1482494;Olga Lucía Ramos Sandoval;Laboratorio virtual en la formación por competencias;2006;Colombia;Ciencia e Ingeniería Neogranadina;Universidad Militar Nueva Granada;0124-8170               
1482494;Olga Lucía Ramos Sandoval;Feature Selection through mRMR to Identify Two Imaginary Movements using SVM;2017;Corea del Sur;INTERNATIONAL JOURNAL OF BIO SCIENCE AND BIO TECHNOLOGY;Science and Engineering Research Support Society;2233-7849               
1482494;Olga Lucía Ramos Sandoval;Color Analysis of the Parameters through Time for the Juice of Rubus Glaucus by Addiction of the Insecticide Chlorpyrifos by Colorimetry;2017;Pakistán;INTERNATIONAL JOURNAL OF APPLIED ENGINEERING RESEARCH;Research India Publications;0973-4562               
1482494;Olga Lucía Ramos Sandoval;Neural Network for Pattern Recognition and Application to a Differential Drive Robot Path Planning;2018;Pakistán;INTERNATIONAL JOURNAL OF APPLIED ENGINEERING RESEARCH;Research India Publications;0973-4562               
1482494;Olga Lucía Ramos Sandoval;EFFECTS OF CONTINUOUS USE, EXCESSIVE AND/OR PROLONGED CARBARYL IN LABORATORY RATS CD (SD) BR;2017;Pakistán;ARPN JOURNAL OF ENGINEERING AND APPLIED SCIENCES;Asian Research Publishing Network ARPN;1819-6608               
1482494;Olga Lucía Ramos Sandoval;Structural design and feasibility analysis of a photovoltaic system based on silicon using AlGaAs cells;2015;Turquía;ENERGY EDUCATION SCIENCE AND TECHNOLOGY PART A ENERGY SCIENCE AND RESEARCH;Sila Science;1308-772X               
1482494;Olga Lucía Ramos Sandoval;Pre-emphasis, windowing and spectral estimation of silent speech signals using embedded systems.;2016;Corea del Sur;INTERNATIONAL JOURNAL OF MULTIMEDIA AND UBIQUITOUS ENGINEERING;Science and Engineering Research Support Society;1975-0080               
1482494;Olga Lucía Ramos Sandoval;Study of the GaN Semiconductor Effect as a thin First layer of a Two Layers Solar Cell without Diffusion Doping Technique;2016;Turquía;INTERNATIONAL JOURNAL OF RENEWABLE ENERGY RESEARCH;International Journal of Renewable Energy Research;1309-0127               
1482494;Olga Lucía Ramos Sandoval;Control Algorithm for an Industrial Robotic Arm Using Computer Vision;2015;Italia;International Review Of Mechanical Engineering;;1970-8742               
1482494;Olga Lucía Ramos Sandoval;Revisión de las técnologias y aplicaciones del habla sub-vocal;2015;Colombia;INGENIERIA;;0121-750X               
1482494;Olga Lucía Ramos Sandoval;Comparative Analysis of Signals Acquired Before and After the Place of Articulation;2015;Corea del Sur;INTERNATIONAL JOURNAL OF BIO SCIENCE AND BIO TECHNOLOGY;Science and Engineering Research Support Society;2233-7849               
1482494;Olga Lucía Ramos Sandoval;Prediction Algorithm For Renal System Damage On Human Health By Eating Food With Pesticide Residues;2016;Jordania;AMERICAN EURASIAN JOURNAL OF SUSTAINABLE AGRICULTURE;AmericanEurasian Network for Scientific Information;1995-0748               
1482494;Olga Lucía Ramos Sandoval;Identification Of Organochlorine Pesticides In Gas Chromatography With Artificial Intelligence;2016;Jordania;AMERICAN EURASIAN JOURNAL OF SUSTAINABLE AGRICULTURE;AmericanEurasian Network for Scientific Information;1995-0748               
1482494;Olga Lucía Ramos Sandoval;Embedded Mel Frequency Cepstral Coefficient Feature Extraction System for Speech Processing;2016;Italia;INTERNATIONAL REVIEW ON COMPUTERS AND SOFTWARE;Praise Worthy Prize;1828-6003               
1482494;Olga Lucía Ramos Sandoval;Technology used for the Implementations of Remote Laboratories;2016;India;INTERNATIONAL JOURNAL OF APPLIED ENGINEERING RESEARCH;Research India Publications;0973-4562               
1482494;Olga Lucía Ramos Sandoval;Retention Time Prediction Of Pesticide Malathion Through Hplc Applied To Tropical Fruits;2016;Jordania;ADVANCES IN NATURAL AND APPLIED SCIENCES;AmericanEurasian Network for Scientific Information;1995-0772               
1482494;Olga Lucía Ramos Sandoval;Virtual Environment for Arthroscopic Surgery with 3D Immersion System;2015;Italia;INTERNATIONAL REVIEW OF MECHANICAL ENGINEERING;Praise Worthy Prize;1970-8734               
1482494;Olga Lucía Ramos Sandoval;Recognition of Spanish Vowels through Imagined Speech by Using Spectral Analysis and SVM;2016;Colombia;JOURNAL OF INFORMATION HIDING AND MULTIMEDIA SIGNAL PROCESSING;Taiwan Ubiquitous Information;2073-4212               
1482494;Olga Lucía Ramos Sandoval;Solar radiation prediction of semi-dry microclimate in Bogota, Colombia;2015;Turquía;ENERGY EDUCATION SCIENCE AND TECHNOLOGY PART A ENERGY SCIENCE AND RESEARCH;Sila Science;1308-772X               
1482494;Olga Lucía Ramos Sandoval;Identificación de temperatura y humedad en un prototipo deshidratador de pulpa de Annona Muricata;2015;Colombia;Ciencia y Poder Aéreo;Fuerza Aerea Colombiana;1909-7050               
1482494;Olga Lucía Ramos Sandoval;Teleoperation of Robot for Surgical Assistance;2016;Italia;INTERNATIONAL REVIEW OF AUTOMATIC CONTROL;Praise Worthy Prize Srl;1974-6059               
1482494;Olga Lucía Ramos Sandoval;Estimation Of Organochlorine Pesticides In Humans By The Consumption Of Commercial Milk Using Artificial Intelligence (Ai);2016;Jordania;AMERICAN EURASIAN JOURNAL OF SUSTAINABLE AGRICULTURE;AmericanEurasian Network for Scientific Information;1995-0748               
1482494;Olga Lucía Ramos Sandoval;Contextualization in cooperative Robotics;2016;India;INTERNATIONAL JOURNAL OF APPLIED ENGINEERING RESEARCH;Research India Publications;0973-4562               
1482494;Olga Lucía Ramos Sandoval;Comparative Analysis of the Mel Frequency Cepstral Coefficients for Voiced and Silent Speech;2016;Italia;INTERNATIONAL JOURNAL ON COMMUNICATIONS ANTENNA AND PROPAGATION;Praise Worthy Prize Srl;2039-5086               
1482494;Olga Lucía Ramos Sandoval;Prototype of a Virtual Training System for Arthroscopic Surgery;2015;Italia;INTERNATIONAL REVIEW OF AUTOMATIC CONTROL;Praise Worthy Prize Srl;1974-6059               
1482494;Olga Lucía Ramos Sandoval;Uniaxial Tensile Testing for Ligaments;2016;Italia;INTERNATIONAL REVIEW OF MECHANICAL ENGINEERING;Praise Worthy Prize;1970-8734               
1482494;Olga Lucía Ramos Sandoval;Prediction of Endocrine System Affectation in Fisher 344 Rats by Food Intake Exposed with Malathion, Applying Naïve Bayes Classifier and Genetic Algorithms;2016;Irán;INTERNATIONAL JOURNAL OF PREVENTIVE MEDICINE;Wolters Kluwer Medknow Publications;2008-7802               
1482494;Olga Lucía Ramos Sandoval;ANALYSIS OF BRAIN REGIONS AND EVENT RELATED POTENTIAL (ERP) ASSOCIATED WITH THE IMAGINATION OF ACTIONS BY EEG SIGNALS AND BRAIN-COMPUTER INTERFACE (BCI);2016;Pakistán;ARPN JOURNAL OF ENGINEERING AND APPLIED SCIENCES;Asian Research Publishing Network ARPN;1819-6608               
1482494;Olga Lucía Ramos Sandoval;Algorithm for Cepstral Analysis and Homomorphic Filtering for Glottal Feature Estimation in Speech Signals;2015;Italia;INTERNATIONAL REVIEW OF ELECTRICAL ENGINEERING;Praise Worthy Prize;1827-6660               
1482494;Olga Lucía Ramos Sandoval;Monitoreo preliminar de incidencia de fisiopatías en cultivos de fresa usando procesamiento digital de imágenes;2016;Colombia;Revista Biotecnología En El Sector Agropecuario Y Agroindustrial;Centro De Publicaciones Universidad Del Cauca;1692-3561               
1482494;Olga Lucía Ramos Sandoval;Reconocimiento de Patrones Vocálicos mediante la implementación de una red Neuronal Artificial Utilizando Sistemas Embebidos;2016;Chile;INFORMACION TECNOLOGICA;Centro de información tecnológica;0718-0764               
1482494;Olga Lucía Ramos Sandoval;EEG signal analysis related to speech process through BCI device EMOTIV, FFT and statistical methods.;2016;Pakistán;ARPN JOURNAL OF ENGINEERING AND APPLIED SCIENCES;Asian Research Publishing Network ARPN;1819-6608               
1482494;Olga Lucía Ramos Sandoval;Development Of A Diagnostic Algorithm Of Renal System Damage On Human Health From Exposure To Pesticides;2016;Jordania;AMERICAN EURASIAN JOURNAL OF SUSTAINABLE AGRICULTURE;AmericanEurasian Network for Scientific Information;1995-0748               
1482494;Olga Lucía Ramos Sandoval;Method for estimating leaf coverage in strawberry plants using digital image processing;2016;Brasil;REVISTA BRASILEIRA DE ENGENHARIA AGRICOLA E AMBIENTAL;UNIV FEDERAL CAMPINA GRANDE;1807-1929               
1482494;Olga Lucía Ramos Sandoval;Design and Development of a Multivariable Control for a Distillation System Using Fuzzy Logic;2016;Italia;INTERNATIONAL REVIEW OF AUTOMATIC CONTROL;Praise Worthy Prize Srl;1974-6059               
1482494;Olga Lucía Ramos Sandoval;Stress-Strain Analysis and Simulation for Estimation of Cutting Forces on the Skin;2015;Italia;INTERNATIONAL REVIEW OF MECHANICAL ENGINEERING;Praise Worthy Prize;1970-8734               
1482494;Olga Lucía Ramos Sandoval;Parabolic Trough Collector and Central Receiver Coupled with Fresnel Lens: Experimental Tests;2020;China;INTERNATIONAL JOURNAL OF AUTOMATION AND COMPUTING;Chinese Academy of Sciences;1476-8186               
1482494;Olga Lucía Ramos Sandoval;OPTICAL ANALYSIS OF SOLAR RAYS ON FRESNEL LENSES COUPLED TO PARABOLIC CYLINDRICAL CONCENTRATOR RECEIVER;2019;Pakistán;ARPN JOURNAL OF ENGINEERING AND APPLIED SCIENCES;Asian Research Publishing Network ARPN;1819-6608               
1482494;Olga Lucía Ramos Sandoval;Procesamiento de imágenes para reconocimiento de daños causados por plagas en el cultivo de Begonia semperflorens (flor de azúcar);2015;Colombia;ACTA AGRONOMICA;Universidad Nacional de Colombia;0120-2812               
1482494;Olga Lucía Ramos Sandoval;Energy Dimmesionong for the Mobility of a Single-Ocupant Electric Vehicle;2018;Pakistán;JOURNAL OF ENGINEERING AND APPLIED SCIENCES;Medwell Journals;1818-7803               
1482494;Olga Lucía Ramos Sandoval;Control of a Furnace and a Heat Exchanger Used in Oil Refining Industry by Using Virtual Environments;2018;Italia;INTERNATIONAL REVIEW ON MODELLING AND SIMULATIONS;Praise Worthy Prize Srl;1974-9821               
1482494;Olga Lucía Ramos Sandoval;Thermal Performance Analysis of a CCP Collector Design Through the Parabolic Construction Geometry;2018;Italia;INTERNATIONAL REVIEW OF ELECTRICAL ENGINEERING;Praise Worthy Prize;1827-6660               
1482494;Olga Lucía Ramos Sandoval;Prediction of the Physico-Chemical Properties of New Compounds for the Replacement of Malathion;2017;Pakistán;INTERNATIONAL JOURNAL OF APPLIED ENGINEERING RESEARCH;Research India Publications;0973-4562               
1482494;Olga Lucía Ramos Sandoval;Design and Control of a System for Lifting Loads, Using State Feedback and PID Controllers;2018;Pakistán;INTERNATIONAL JOURNAL OF APPLIED ENGINEERING RESEARCH;Research India Publications;0973-4562               
1482494;Olga Lucía Ramos Sandoval;ANALYSIS OF THE MALATHION MOLECULE STRUCTURE AND PROPOSAL OF A COMPOUND AS ITS REPLACEMENT;2018;Pakistán;ARPN JOURNAL OF ENGINEERING AND APPLIED SCIENCES;Asian Research Publishing Network ARPN;1819-6608               
1482494;Olga Lucía Ramos Sandoval;Prediction of Reproductive System Affectation in Sprague Dawley Rats by Food Intake Exposed with Fenthion, Using Naïve Bayes Classifier and Genetic Algorithms;2017;India;Biosciences Biotechnology Research Asia;Oriental Scientific Pub Co;2456-2602               
1482494;Olga Lucía Ramos Sandoval;Model and Simulation of a Hydrotreatment Reactor for Diesel Hydrodesulfurization in Oil Refining;2017;Bulgaria;CONTEMPORARY ENGINEERING SCIENCES;Hikari Ltd;1313-6569               
1482494;Olga Lucía Ramos Sandoval;SERIAL DATA TRANSMISSION THROUGH THE MICRO-USB PORT OF THE SYSTEM STM32F407;2018;Pakistán;ARPN JOURNAL OF ENGINEERING AND APPLIED SCIENCES;Asian Research Publishing Network ARPN;1819-6608               
1482494;Olga Lucía Ramos Sandoval;Estimation of Design Parameters for the Development of Exoskeletons Based on Dynamic and Structural Analysis;2018;Colombia;INTERNATIONAL REVIEW OF MECHANICAL ENGINEERING;Praise Worthy Prize;1970-8734               
1482494;Olga Lucía Ramos Sandoval;Model and Simulation of a Pentane Isomerization Reactor for Naphtha Stream in Oil Refining;2017;Bulgaria;CONTEMPORARY ENGINEERING SCIENCES;Hikari Ltd;1314-7641               
1482494;Olga Lucía Ramos Sandoval;Quantification and prediction of the concentration of different dilutions of lambda cyhalothrin through colorimetry and neural networks;2017;Japón;AGRICULTURAL ENGINEERING INTERNATIONAL CIGR JOURNAL;International Commission of Agricultural and Biosystems Engineering;1682-1130               
1482494;Olga Lucía Ramos Sandoval;FEATURE EXTRACTION THROUGH CSP AND ICA TO CLASSIFY TWO TASKS OF MOTION IMAGINATION USING SVM;2017;Pakistán;ARPN JOURNAL OF ENGINEERING AND APPLIED SCIENCES;Asian Research Publishing Network ARPN;1819-6608               
1482494;Olga Lucía Ramos Sandoval;Pattern Recognition of Speech Signals Using Wavelet Transform and Artificial Intelligence;2017;India;INTERNATIONAL JOURNAL OF APPLIED ENGINEERING RESEARCH;Research India Publications;0973-4562               
1482494;Olga Lucía Ramos Sandoval;Model and Simulation of Thermal Cracking for a Heavy Crude Oil Stream in Oil Refining;2018;Italia;INTERNATIONAL REVIEW OF MECHANICAL ENGINEERING;Praise Worthy Prize;1970-8734               
1482494;Olga Lucía Ramos Sandoval;Energy Impact Simulation in Hybrid Vehicles Using Neural Networks;2017;Italia;INTERNATIONAL REVIEW OF MECHANICAL ENGINEERING;Praise Worthy Prize;1970-8734               
393371;Orlando Riaño Melo;Teorema de separación de Sturm;1983;Colombia;BOLETIN DE MATEMATICAS;;0120-0380               
393371;Orlando Riaño Melo;Clasificación digital de imágenes con teoría de conjuntos borrosos;1999;Colombia;COLOMBIA FORESTAL;universidad distrital francisco josé de caldas;0120-0739               
393371;Orlando Riaño Melo;Solución completa de una ecuación diferencial utilizada para determinar crecimiento de árboles;2000;Colombia;COLOMBIA FORESTAL;universidad distrital francisco josé de caldas;0120-0739               
393371;Orlando Riaño Melo;Analisis numèrico. Guias de Estudio;1990;Colombia;Universidad Incca;;0
393371;Orlando Riaño Melo;Nivelación matemática para sensores remotos;1992;Colombia;CIAFIGAC;;0
393371;Orlando Riaño Melo;Analisis Geoestadistico para mejorar el aprovechamiento de aguas subterraneas;2005;Colombia;Hipotesis;Ediciones Uniandes;1692-729X               
393371;Orlando Riaño Melo;Determinación de los movimientos generados por el deslizamiento del Lote B de la Universidad Distrital Francisco José De Caldas, Sede El Vivero, Bogotá, D. C.;2012;Colombia;Ud Y La Geomatica;Universidad Distrital;2011-4990               
393371;Orlando Riaño Melo;Clasificación de una imagen satelital empleando máquinas de soporte vectorial para cuantificar el área de Pinus Pátula en una plantación;2016;Colombia;Redes De Ingenieria;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;2248-762X               
393371;Orlando Riaño Melo;Estimación del volumen de madera en pie de la especie Pinus Pátula en el Guásimo;2017;Colombia;Memorias Xxv Simposio Internacional De Estadística;Editorial Universidad Nacional;2463-0861               
393371;Orlando Riaño Melo;Determinación del riesgo a la erosión potencial hídrica en la zona cafetera del Quindío, Colombia;2017;Colombia;Revista De Investigación Agraria Y Ambiental;Departamento De Publicaciones De La Unad;2145-6097               
393371;Orlando Riaño Melo;Consideraciones y métodos para la detección de cambios empleando imágenes de satélite en el municipio de Paipa;2002;Colombia;COLOMBIA FORESTAL;universidad distrital francisco josé de caldas;0120-0739               
393371;Orlando Riaño Melo;Análisis Geoestadístico para mejorar el aprovechamiento de aguas subterráneas;2005;Colombia;Hipotesis;Ediciones Uniandes;1692-729X               
393371;Orlando Riaño Melo;Modelo predictivo para cuantificar la erosion hidrica con base en experimentacion en Sabrinski, Municipio de Mosquera;2003;Colombia;COLOMBIA FORESTAL;universidad distrital francisco josé de caldas;0120-0739               
393371;Orlando Riaño Melo;Estimación del volumen de madera en árboles mediante polinomio único de ahusamiento;2017;Colombia;COLOMBIA FORESTAL;universidad distrital francisco josé de caldas;0120-0739               
393371;Orlando Riaño Melo;Estudio sobre el aprendizaje de georreferenciación en niños de 8 a 10 años;2008;Colombia;Ud Y La Geomatica;Universidad Distrital;2011-4990               
607428;Oswaldo Alberto Romero Villalobos;Software De Simulación Para Sistema Adaptativo De Inferencia Neurodifusa Aplicado A Luces Para El Control De Trafico;1999;Colombia;INGENIERIA;;0121-750X               
607428;Oswaldo Alberto Romero Villalobos;GIS model of analysis to promote tourism through the use of a Web application;2014;Colombia;TECCIENCIA;;1909-3667               
607428;Oswaldo Alberto Romero Villalobos;Reality and perspectives of a model for the population that obtains its income with the use of an animal-drawn vehicle in the city of Bogota;2013;Colombia;INTERNATIONAL JOURNAL OF INTERACTIVE MULTIMEDIA AND ARTIFICIAL INTELLIGENCE;Universidad Internacional de la Rioja;1989-1660               
607428;Oswaldo Alberto Romero Villalobos;Design of a Mutual Exclusion and Deadlock Algorithm in PCBSD ¿ FreeBSD;2014;Colombia;INTERNATIONAL JOURNAL OF INTERACTIVE MULTIMEDIA AND ARTIFICIAL INTELLIGENCE;Universidad Internacional de la Rioja;1989-1660               
607428;Oswaldo Alberto Romero Villalobos;Diseño y desarrollo de un prototipo parta la integración y visualización de recursos web semánticos mediante grafos conceptuales;2013;Colombia;Tecnura;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;0123-921X               
607428;Oswaldo Alberto Romero Villalobos;Prototipo de un controlador de tráfico para una intersección semaforizada;2015;Colombia;Visión Electrónica Algo Más Que Un Estado Sólido;Fondo De Publicaciones De La Universidad Distrital;1909-9746               
607428;Oswaldo Alberto Romero Villalobos;El contaminante PM10 y el impacto en la salud en la localidad de Tunjuelito;2016;Colombia;Visión Electrónica Algo Más Que Un Estado Sólido;Fondo De Publicaciones De La Universidad Distrital;2248-4728               
607428;Oswaldo Alberto Romero Villalobos;CCTV system design for monitoring transmilenio articulated buses using a Wimax network;2015;Colombia;Tecnura;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;0123-921X               
607428;Oswaldo Alberto Romero Villalobos;Prediction of atmospheric pollution using neural networks model of fine particles in the town of Kennedy in Bogotá;2020;;INTERNATIONAL JOURNAL OF ELECTRICAL AND COMPUTER ENGINEERING;Institute of Advanced Engineering and Science IAES;2088-8708               
607428;Oswaldo Alberto Romero Villalobos;Aplicación del método Kanban a un software CRM basado en plataforma Open Source Vtiger;2016;Colombia;INGENIERIA SOLIDARIA;;1900-3102               
607428;Oswaldo Alberto Romero Villalobos;Application of the Harmonic Search Algorithm for Identification of Model Parameters of Traffic Lights for a High Way of Bogotá;2020;;INTERNATIONAL JOURNAL OF ENGINEERING RESEARCH AND TECHNOLOGY;International Research Publication House;0974-3154               
85628;DAVID GUSTAVO ROSERO BERNAL;Full-deployed energy management system tested in a microgrid cluster;2023;Países Bajos;APPLIED ENERGY;ELSEVIER B V;1872-9118               
85628;DAVID GUSTAVO ROSERO BERNAL;Machine Learning Experiments for a Real-Time Energy Management in a Microgrid Cluster;2021;Canadá;Health Care Exchanges PAHCE, 2015 Pan American;IEEE Publications;2161-2064               
85628;DAVID GUSTAVO ROSERO BERNAL;Microgrid Structure for testing a Real-Time Energy Management System Model;2022;Estados Unidos;Health Care Exchanges PAHCE, 2015 Pan American;IEEE Publications;2161-2064               
85628;DAVID GUSTAVO ROSERO BERNAL;Cloud and machine learning experiments applied to the energy management in a microgrid cluster;2021;Reino Unido;APPLIED ENERGY;Elsevier Bv;0306-2619               
1415432;PABLO EMILIO ROZO GARCIA;DISEÑO E IMPLEMENTACIÓN DE UN BANCO DE CARGA MONOFÁSICO PARA PRUEBAS DE CARGA EN SISTEMAS DE ALIMENTACIÓN ININTERRUMPIDAS MONOFÁSICAS CON CAPACIDADES ENTRE 1 Y 2 KVA;2013;Colombia;Redes De Ingenieria;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;2248-762X               
1415432;PABLO EMILIO ROZO GARCIA;Mittigating the Aperiodic Impulsive Noise in PLC ¿Power Line Communication- Communications Improves Efficiency and is an Alternative in Data Transmission;2020;;INTERNATIONAL JOURNAL OF ADVANCED SCIENCE AND TECHNOLOGY;Science and Engineering Research Support Society;2005-4238               
1415432;PABLO EMILIO ROZO GARCIA;Estudio y comparación en sistemas WTP basados en SCRM;2019;;Vínculos;Fondo De Publicaciones De La Universidad Distrital;1794-211X               
1415432;PABLO EMILIO ROZO GARCIA;Characterization and simulation of aperiodic noise generated by lineal and non-linear loads in a residential-type electric system based on the Middleton model;2020;;ARPN JOURNAL OF ENGINEERING AND APPLIED SCIENCES;Asian Research Publishing Network ARPN;1819-6608               
1415432;PABLO EMILIO ROZO GARCIA;DISEÑO Y EVALUACIÓN DE UN CLASIFICADOR DE TEXTURAS BASADO EN LS-SVM;2013;Colombia;Redes De Ingenieria;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;2248-762X               
1415432;PABLO EMILIO ROZO GARCIA;MEDICION DE LA CAPACIDAD DE PLANTA DE UNA EMPRESA FABRICANTE DE EQUIPOS ELECTRÓNICOS DE POTENCIA;2016;Colombia;Redes De Ingenieria;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;2248-762X               
1415432;PABLO EMILIO ROZO GARCIA;RUIDO EN UN CANAL DE COMUNICACIONES A TRAVÉS DE LINEAS ELÉCTRICAS DE POTENCIA;2016;Colombia;Redes De Ingenieria;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;2248-762X               
145572;José Antonio Valero Medina;Topological challenges in multispectral image segmentation;2014;Colombia;Tecnura;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;2248-7638               
145572;José Antonio Valero Medina;Propuesta de interacción entre sistemas mediante notificaciones automáticas;2011;Colombia;Ud Y La Geomatica;Universidad Distrital;2011-4990               
145572;José Antonio Valero Medina;MODELO DE REPRESENTACIÓN DEL ESPACIO GEOGRÁFICO MEDIANTE MATROIDES ORIENTADOS;2013;Colombia;Ud Y La Geomatica;Universidad Distrital;2011-4990               
145572;José Antonio Valero Medina;A REST Service for Triangulation of Point Sets Using Oriented Matroids;2014;España;INTERNATIONAL JOURNAL OF INTERACTIVE MULTIMEDIA AND ARTIFICIAL INTELLIGENCE;Universidad Internacional de la Rioja;1989-1660               
145572;José Antonio Valero Medina;Métodos de Análisis de Redes en el Abordaje de Problemáticas Complejas de Transformación Ambiental;2012;Colombia;Ud Y La Geomatica;Universidad Distrital;2011-4990               
145572;José Antonio Valero Medina;A Combinatorial Approach for Hyperspectral Image Segmentation;2017;Isla de Taiwán;LECTURE NOTES IN COMPUTER SCIENCE;springer verlag;1611-3349               
145572;José Antonio Valero Medina;Inter-Pixel Filtering of Digital Images With OpenCL on NVIDIA GPUs;2020;República Checa;COMPUTER SCIENCE RESEARCH NOTES;University of West Bohemia;2464-4625               
145572;José Antonio Valero Medina;Comparison of maximum likelihood, support vector machines, and random forest techniques in satellite images classification;2019;Colombia;Tecnura;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;2248-7638               
145572;José Antonio Valero Medina;A new approach to multispectral image classification based on abstract complex cells;2018;Colombia;DYNA;;0012-7360               
426377;Adriana Marcela  Vega| Escobar;Technology Monitoring System To Improve The Competitiveness And Innovation In Colombia Companies;2015;Colombia;LECTURE NOTES IN BUSINESS INFORMATION PROCESSING;springer verlag;1865-1348               
426377;Adriana Marcela  Vega| Escobar;Internet of Things Backed by Knowledge Management For Smart Home;2015;Colombia;LECTURE NOTES IN BUSINESS INFORMATION PROCESSING;springer verlag;1865-1348               
426377;Adriana Marcela  Vega| Escobar;Modeling For Home Electric Energy Management: a review;2015;Colombia;JOURNAL OF RENEWABLE AND SUSTAINABLE ENERGY;American Institute of Physics;1941-7012               
